dataset,NumberOfInstances,LogNumberOfInstances,NumberOfFeatures,LogNumberOfFeatures,Dimensionality,LogDimensionality,InverseDimensionality,LogInverseDimensionality,NumberOfClasses,NumberOfCategoricalFeatures,PercentageOfCategoricalFeatures,NumberOfNumericFeatures,PercentageOfNumericFeatures,RatioNumericalToNominal,RatioNominalToNumerical,ClassProbabilityMin,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilitySTD,NumberOfBinaryFeatures,SymbolsMin,SymbolsMax,SymbolsMean,SymbolsSTD,SymbolsSum,NumberOfMissingValues,PercentageOfMissingValues,NumberOfInstancesWithMissingValues,PercentageOfInstancesWithMissingValues,NumberOfFeaturesWithMissingValues,PercentageOfFeaturesWithMissingValues,MajorityClassSize,MajorityClassPercentage,SimpleFeatureTime,KurtosisMin,KurtosisMax,KurtosisMean,KurtosisSTD,SkewnessMin,SkewnessMax,SkewnessMean,SkewnessSTD,MeanSTDOfNumerical,STDSTDOfNumerical,MeanMeansOfNumerical,StatisticalFeatureTime,ClassEntropy,MeanFeatureEntropy,MeanMutualInformation,EquivalentNumberOfAttributes,NoiseToSignalRatio,ITFeatureTime,TotalFeatureTime
page-blocks.arff,5473,8.607582191,11,2.397895273,0.002009867,-6.209686918,497.5454545,6.209686918,2,0,0,10,100,0,0,0.102320482,0.897679518,0.5,0.397679518,0,0,0,0,0,0,0,0,0,0,0,0,4913,89.76795176,0.005127104,0.69019922,4812.487958,652.2323869,1402.863991,-0.834488213,67.40693665,14.70742102,18.88525394,840.1581443,1471.519905,253.3275854,0.010935164,-1,-1,-1,-1,-1,-1,0.016062267
pasture.arff,36,3.583518938,23,3.135494216,0.638888889,-0.448024723,1.565217391,0.448024723,2,1,4.545454545,21,95.45454545,21,0.047619048,0.333333333,0.666666667,0.5,0.166666667,0,4,4,4,0,4,0,0,0,0,0,0,24,66.66666667,0.004039943,-3,4.855055767,-0.125623185,1.41783731,-0.482002228,2.129629135,0.462317962,0.599429346,70.35414598,174.0997154,211.3717259,0.046487768,-1,-1,-1,-1,-1,-1,0.050527711
pbc.arff,418,6.035481433,19,2.944438979,0.045454545,-3.091042453,22,3.091042453,2,8,44.44444444,10,55.55555556,1.25,0.8,0.449760766,0.550239234,0.5,0.050239234,1,2,110,81.875,45.83240529,655,1239,15.60060438,142,33.97129187,13,3.110047847,230,55.02392345,0.003645581,-1,-1,-1,-1,-1,-1,-1,-1,269.0096138,626.1822332,302.2289309,0.0119639,0.992705027,5.18008,0.024626597,40.31028014,209.3449146,0.007068519,0.022678
pbcseq.arff,1945,7.573017256,19,2.944438979,0.009768638,-4.628578277,102.3684211,4.628578277,2,6,33.33333333,12,66.66666667,2,0.5,0.499742931,0.500257069,0.5,0.000257069,2,2,1024,202.1666667,368.5034675,1213,1133,3.065890948,832,42.77634961,6,0.30848329,973,50.02570694,0.004091262,-1,-1,-1,-1,-1,-1,-1,-1,548.1007646,1040.385621,1928.832198,0.011800076,0.999999809,6.345,0.07558645,13.22988198,82.94365226,0.006846665,0.022738003
pc1.arff,1109,7.011213987,22,3.091042453,0.019837692,-3.920171534,50.40909091,3.920171534,2,0,0,21,100,0,0,0.069431921,0.930568079,0.5,0.430568079,0,0,0,0,0,0,0,0,0,0,0,0,1032,93.05680794,0.00218498,13.66287555,408.6346313,115.5173335,104.4476151,2.169271708,18.5251236,7.997669345,3.980557816,8674.695524,36256.26769,1500.996263,0.018627398,-1,-1,-1,-1,-1,-1,0.020812378
pc1_req.arff,320,5.768320996,9,2.197224577,0.028125,-3.571096418,35.55555556,3.571096418,2,1,12.5,7,87.5,7,0.142857143,0.334375,0.665625,0.5,0.165625,0,3,3,3,0,3,0,0,0,0,0,0,213,66.5625,0.001766932,-0.819329038,155.231568,28.74224144,53.29573613,0.713984907,12.04957962,3.386516716,3.78628381,0.867588988,0.549700675,1.012053577,0.005979384,0.91933398,1.24245,0.001274517,721.3194081,973.8423583,0.000995577,0.008741894
pc2.arff,5589,8.628555659,37,3.610917913,0.006620147,-5.017637747,151.0540541,5.017637747,2,0,0,36,100,0,0,0.004115226,0.995884774,0.5,0.495884774,0,0,0,0,0,0,0,0,0,0,0,0,5566,99.58847737,0.007779476,-1.023116221,2753.649821,681.4371985,715.1771769,-2.768345833,45.83051682,17.14622837,13.03315248,840.4828197,4583.883966,80.89539059,0.039765056,-1,-1,-1,-1,-1,-1,0.047544533
pc3.arff,1563,7.35436233,38,3.63758616,0.02431222,-3.716776171,41.13157895,3.716776171,2,0,0,37,100,0,0,0.102367242,0.897632758,0.5,0.397632758,0,0,0,0,0,0,0,0,0,0,0,0,1403,89.76327575,0.005110524,-1.481336026,1036.012301,238.1864807,268.3187505,-0.588939309,30.45973015,10.31441552,8.275275037,10331.19565,58044.03297,1008.14653,0.047704014,-1,-1,-1,-1,-1,-1,0.052814538
pc4.arff,1458,7.284820913,38,3.63758616,0.0260631,-3.647234753,38.36842105,3.647234753,2,0,0,37,100,0,0,0.122085048,0.877914952,0.5,0.377914952,0,0,0,0,0,0,0,0,0,0,0,0,1280,87.7914952,0.003548076,-1.509888838,768.9857457,104.7230089,148.7757506,-0.46345368,25.45763588,6.443644593,5.102144785,1837.198917,10140.63209,583.4642025,0.035434967,-1,-1,-1,-1,-1,-1,0.038983043
pendigits.arff,10992,9.304923014,17,2.833213344,0.001546579,-6.47170967,646.5882353,6.47170967,2,0,0,16,100,0,0,0.104075691,0.895924309,0.5,0.395924309,0,0,0,0,0,0,0,0,0,0,0,0,9848,89.59243086,0.00758644,-1.68557219,3.048814508,-0.501360845,1.110763038,-1.490979552,0.948135018,-0.039190807,0.654752303,29.77282834,6.569849481,50.7110461,0.020025233,-1,-1,-1,-1,-1,-1,0.027611673
pharynx.arff,195,5.272999559,12,2.48490665,0.061538462,-2.788092909,16.25,2.788092909,2,10,90.90909091,1,9.090909091,0.1,10,0.379487179,0.620512821,0.5,0.120512821,3,2,184,21.7,54.11848113,217,2,0.085470085,2,1.025641026,2,1.025641026,121,62.05128205,0.003199505,0.240351069,0.240351069,0.240351069,0,-0.026503021,-0.026503021,-0.026503021,0,11.18789196,0,60.43589783,0.001183481,0.957679028,4.66559,0.096177339,9.957428984,47.51033105,0.008644389,0.013027376
plasma_retinol.arff,315,5.752572639,14,2.63905733,0.044444444,-3.113515309,22.5,3.113515309,2,3,23.07692308,10,76.92307692,3.333333333,0.3,0.422222222,0.577777778,0.5,0.077777778,1,2,3,2.666666667,0.471404521,8,0,0,0,0,0,0,182,57.77777778,0.002012866,-0.876769653,217.8150964,29.23720254,63.78442002,0.297552258,13.75713539,3.049398628,3.754432133,312.5613763,452.5902981,541.6730376,0.008773869,0.982474087,4.8501,0.004995861,196.6576101,969.8244174,0.002726981,0.013513716
pm10.arff,500,6.214608098,8,2.079441542,0.016,-4.135166557,62.5,4.135166557,2,0,0,7,100,0,0,0.492,0.508,0.5,0.008,0,0,0,0,0,0,0,0,0,0,0,0,254,50.8,0.001476786,-1.167650779,4.564742088,0.482046392,1.787283926,-0.910818517,0.821424901,-0.045486092,0.519081551,14.78306796,28.93772925,23.9962888,0.006311375,-1,-1,-1,-1,-1,-1,0.007788161
pol.arff,15000,9.61580548,49,3.891820298,0.003266667,-5.723985182,306.122449,5.723985182,2,0,0,48,100,0,0,0.336066667,0.663933333,0.5,0.163933333,0,0,0,0,0,0,0,0,0,0,0,0,9959,66.39333333,0.026101727,-3,147.2124221,17.51584549,33.30259771,0,11.61730671,2.58893234,3.222131453,6.519987514,8.249952565,19.43252655,0.077473429,-1,-1,-1,-1,-1,-1,0.103575156
pollen.arff,3848,8.255308812,6,1.791759469,0.001559252,-6.463549343,641.3333333,6.463549343,2,0,0,5,100,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1924,50,0.00223393,-0.309946013,0.19337457,-0.098041927,0.166833164,-0.130529568,0.109750941,0.020609459,0.09719359,6.528597641,2.342198342,0.000805886,0.004831431,-1,-1,-1,-1,-1,-1,0.007065361
pollution.arff,60,4.094344562,16,2.772588722,0.266666667,-1.32175584,3.75,1.32175584,2,0,0,15,100,0,0,0.483333333,0.516666667,0.5,0.016666667,0,0,0,0,0,0,0,0,0,0,0,0,31,51.66666667,0.001763379,-0.788518447,31.7630871,4.853411608,9.877631375,-0.781985283,5.452604771,1.047010612,1.810852058,113.1366619,356.085351,291.3459918,0.01285763,-1,-1,-1,-1,-1,-1,0.01462101
postoperative-patient-data.arff,90,4.49980967,9,2.197224577,0.1,-2.302585093,10,2.302585093,2,8,100,0,0,0,0,0.288888889,0.711111111,0.5,0.211111111,2,2,7,3.25,1.479019946,26,3,0.37037037,3,3.333333333,1,1.111111111,64,71.11111111,0.002604607,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.867281622,4.17059,0.008762886,98.97214119,474.9380873,0.007205894,0.009810501
primary-tumor.arff,339,5.826000107,18,2.890371758,0.053097345,-2.935628349,18.83333333,2.935628349,2,17,100,0,0,0,0,0.247787611,0.752212389,0.5,0.252212389,11,2,158,15.41176471,39.03702439,262,225,3.687315634,207,61.0619469,5,1.474926254,255,75.22123894,0.004152844,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.807752702,5.52809,0.024813528,32.5529159,221.7853065,0.016237934,0.020390778
prnn_fglass.arff,214,5.365976015,10,2.302585093,0.046728972,-3.063390922,21.4,3.063390922,2,0,0,9,100,0,0,0.355140187,0.644859813,0.5,0.144859813,0,0,0,0,0,0,0,0,0,0,0,0,138,64.48598131,0.001392703,-0.42870212,53.39232486,9.650670522,15.82818895,-1.144464612,6.505636215,1.64100692,2.165861058,0.687927858,0.473211712,11.26585184,0.007360244,-1,-1,-1,-1,-1,-1,0.008752947
prnn_synth.arff,250,5.521460918,3,1.098612289,0.012,-4.422848629,83.33333333,4.422848629,2,0,0,2,100,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,125,50,0.001330726,-1.190172286,-0.580509663,-0.885340975,0.304831311,-0.207919359,-0.087594852,-0.147757106,0.060162254,0.371414244,0.117101699,0.215802033,0.001957205,-1,-1,-1,-1,-1,-1,0.003287931
puma32H.arff,8192,9.010913347,33,3.496507561,0.00402832,-5.514405786,248.2424242,5.514405786,2,0,0,32,100,0,0,0.49609375,0.50390625,0.5,0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,4128,50.390625,0.017640111,-1.226619501,-1.156664433,-1.196850663,0.014275559,-0.03206446,0.025768759,-0.002686791,0.012997422,7.58645791,15.39042302,0.660609202,0.062903343,-1,-1,-1,-1,-1,-1,0.080543454
puma8NH.arff,8192,9.010913347,9,2.197224577,0.001098633,-6.81368877,910.2222222,6.81368877,2,0,0,8,100,0,0,0.497802734,0.502197266,0.5,0.002197266,0,0,0,0,0,0,0,0,0,0,0,0,4114,50.21972656,0.003861908,-1.203291344,-1.185559953,-1.194595274,0.006295427,-0.021809902,0.018374516,-0.005739256,0.013301736,0.901554987,0.321234953,0.002657159,0.009956956,-1,-1,-1,-1,-1,-1,0.013818863
pwLinear.arff,200,5.298317367,11,2.397895273,0.055,-2.900422094,18.18181818,2.900422094,2,0,0,10,100,0,0,0.485,0.515,0.5,0.015,0,0,0,0,0,0,0,0,0,0,0,0,103,51.5,0.001480339,-1.980303548,-1.333618296,-1.544129891,0.16164841,-0.194644094,0.219954893,0.020412575,0.131463362,0.837101132,0.056713169,-0.011,0.009432324,-1,-1,-1,-1,-1,-1,0.010912662
pyrim.arff,74,4.304065093,28,3.33220451,0.378378378,-0.971860583,2.642857143,0.971860583,2,0,0,27,100,0,0,0.418918919,0.581081081,0.5,0.081081081,0,0,0,0,0,0,0,0,0,0,0,0,43,58.10810811,0.001560474,-3,32.02778052,5.112371085,8.350259733,0,5.833333969,1.912597259,1.453440272,0.188918193,0.060430074,0.243701282,0.02171874,-1,-1,-1,-1,-1,-1,0.023279215
quake.arff,2178,7.686162303,4,1.386294361,0.001836547,-6.299867942,544.5,6.299867942,2,0,0,3,100,0,0,0.444903581,0.555096419,0.5,0.055096419,0,0,0,0,0,0,0,0,0,0,0,0,1209,55.50964187,0.001714035,-0.816184705,10.76923822,3.048028523,5.459720532,-0.857283175,3.273695946,0.820768615,1.773240199,88.60933113,41.07398537,45.74558338,0.002904622,-1,-1,-1,-1,-1,-1,0.004618657
rabe_131.arff,50,3.912023005,6,1.791759469,0.12,-2.120263536,8.333333333,2.120263536,2,0,0,5,100,0,0,0.42,0.58,0.5,0.08,0,0,0,0,0,0,0,0,0,0,0,0,29,58,0.001346911,-1.200960456,4.676248996,0.609787937,2.236742221,-0.261081398,1.606108665,0.469368592,0.699376147,175.3172836,235.9879575,1193.95202,0.004606025,-1,-1,-1,-1,-1,-1,0.005952935
rabe_148.arff,66,4.189654742,6,1.791759469,0.090909091,-2.397895273,11,2.397895273,2,0,0,5,100,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,33,50,0.001359938,3.015006328,20.86130114,8.557862322,6.444878983,-3.922300577,2.36406517,-0.733354521,2.447853968,67.89285703,61.91180524,28.97860203,0.004888671,-1,-1,-1,-1,-1,-1,0.006248608
rabe_166.arff,40,3.688879454,3,1.098612289,0.075,-2.590267165,13.33333333,2.590267165,2,0,0,2,100,0,0,0.475,0.525,0.5,0.025,0,0,0,0,0,0,0,0,0,0,0,0,21,52.5,0.001323225,-1.201500894,-1.062131554,-1.131816224,0.06968467,-0.039110895,0,-0.019555448,0.019555448,9.066741228,2.476654768,31.84875107,0.001948521,-1,-1,-1,-1,-1,-1,0.003271746
rabe_176.arff,70,4.248495242,5,1.609437912,0.071428571,-2.63905733,14,2.63905733,2,0,0,4,100,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,35,50,0.001305856,-1.200490008,-0.282391362,-0.563416847,0.372788536,-0.03490689,0.010211235,-0.004639452,0.017848917,5.803739101,8.314875914,8.906900826,0.003501889,-1,-1,-1,-1,-1,-1,0.004807745
rabe_265.arff,51,3.931825633,7,1.945910149,0.137254902,-1.985915484,7.285714286,1.985915484,2,0,0,6,100,0,0,0.411764706,0.588235294,0.5,0.088235294,0,0,0,0,0,0,0,0,0,0,0,0,30,58.82352941,0.001374544,-0.745155905,9.049802058,2.735145804,4.472053679,-2.288603306,2.606963396,-0.07340432,1.444488658,102.7257514,217.4386088,657.2251517,0.005892932,-1,-1,-1,-1,-1,-1,0.007267476
rabe_266.arff,120,4.787491743,3,1.098612289,0.025,-3.688879454,40,3.688879454,2,0,0,2,100,0,0,0.475,0.525,0.5,0.025,0,0,0,0,0,0,0,0,0,0,0,0,63,52.5,0.001320857,-1.224242241,-1.216783388,-1.220512815,0.003729426,0,0,0,0,24.4409647,10.07955837,11.25,0.001957205,-1,-1,-1,-1,-1,-1,0.003278062
rabe_97.arff,46,3.828641396,5,1.609437912,0.108695652,-2.219203484,9.2,2.219203484,2,1,25,3,75,3,0.333333333,0.456521739,0.543478261,0.5,0.043478261,1,2,2,2,0,2,0,0,0,0,0,0,25,54.34782609,0.001580607,-1.294208705,-0.737530863,-1.077624857,0.243466113,0,0.548743546,0.195174962,0.250461274,6.385574222,5.185648491,10.99275362,0.002703691,0.994538682,2.99573,0.195092168,5.09778887,14.35547316,0.001232037,0.005516334
rmftsa_ctoarrivals.arff,264,5.575949103,3,1.098612289,0.011363636,-4.477336814,88,4.477336814,2,1,50,1,50,1,1,0.382575758,0.617424242,0.5,0.117424242,0,12,12,12,0,12,0,0,0,0,0,0,163,61.74242424,0.001663506,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.959840904,5.33434,0.203575811,4.714906436,25.20320238,0.001019263,0.002682769
rmftsa_ladata.arff,508,6.230481448,11,2.397895273,0.021653543,-3.832586175,46.18181818,3.832586175,2,0,0,10,100,0,0,0.437007874,0.562992126,0.5,0.062992126,0,0,0,0,0,0,0,0,0,0,0,0,286,56.2992126,0.001547447,-0.449000931,12.58727994,1.69475995,3.689318841,-0.567879617,2.74068284,0.814160012,0.799558419,7.470360982,4.540076925,48.00183954,0.008433983,-1,-1,-1,-1,-1,-1,0.009981431
rmftsa_sleepdata.arff,1024,6.931471806,3,1.098612289,0.002929688,-5.832859517,341.3333333,5.832859517,2,1,50,1,50,1,1,0.497070313,0.502929688,0.5,0.002929688,0,4,4,4,0,4,0,0,0,0,0,0,515,50.29296875,0.001729036,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.999975234,6.3762,0.025065366,39.89469875,253.3830192,0.001077687,0.002806722
scene.arff,2407,7.786136438,300,5.703782475,0.124636477,-2.082353963,8.023333333,2.082353963,2,5,1.672240803,294,98.3277592,58.8,0.017006803,0.179061072,0.820938928,0.5,0.320938928,5,2,2,2,0,10,0,0,0,0,0,0,1976,82.09389281,0.024273213,-0.753030182,76.5140384,8.16669723,13.74085534,-0.845822275,7.309850693,1.688892242,1.888877768,0.18112724,0.04404705,0.30826849,0.290427459,0.678018707,6.05743,0.032563349,20.82152888,185.019764,0.005979384,0.320680056
schizo.arff,340,5.828945618,15,2.708050201,0.044117647,-3.120895417,22.66666667,3.120895417,2,2,14.28571429,12,85.71428571,6,0.166666667,0.479411765,0.520588235,0.5,0.020588235,1,2,3,2.5,0.5,5,834,16.35294118,228,67.05882353,11,3.235294118,177,52.05882353,0.001979706,-1,-1,-1,-1,-1,-1,-1,-1,7.552860755,24.63126462,11.97848202,0.009945903,0.998776608,5.41434,0.010361944,96.38892534,521.5212044,0.001832857,0.013758466
schlvote.arff,38,3.63758616,6,1.791759469,0.157894737,-1.845826691,6.333333333,1.845826691,2,1,20,4,80,4,0.25,0.263157895,0.736842105,0.5,0.236842105,1,2,2,2,0,2,0,0,0,0,0,0,28,73.68421053,0.001644163,0.648465021,11.65000061,4.680810193,4.341022779,1.179487348,3.073323965,1.870109558,0.721044821,5207969.845,9020450.259,6518651.983,0.003502284,-1,-1,-1,-1,-1,-1,0.005146447
segment.arff,2310,7.745002804,20,2.995732274,0.008658009,-4.74927053,115.5,4.74927053,2,0,0,19,100,0,0,0.142857143,0.857142857,0.5,0.357142857,0,0,0,0,0,0,0,0,0,0,0,0,1980,85.71428571,0.003011206,-3,338.4846953,36.25068276,87.96568063,-0.884785771,16.88995934,3.144128337,4.646400308,25.30923627,23.32208513,24.63313827,0.017719457,-1,-1,-1,-1,-1,-1,0.020730664
sensory.arff,576,6.356107661,12,2.48490665,0.020833333,-3.871201011,48,3.871201011,2,11,100,0,0,0,0,0.414930556,0.585069444,0.5,0.085069444,4,2,6,3.272727273,1.212878551,36,0,0,0,0,0,0,337,58.50694444,0.003186084,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.979017053,5.85626,0.006643168,147.3720159,880.5458955,0.01210246,0.015288544
servo.arff,167,5.117993812,5,1.609437912,0.02994012,-3.5085559,33.4,3.5085559,2,4,100,0,0,0,0,0.22754491,0.77245509,0.5,0.27245509,0,4,5,4.75,0.433012702,19,0,0,0,0,0,0,129,77.24550898,0.003626238,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.773706918,4.85286,0.133149696,5.810805001,35.44665425,0.005444488,0.009070726
shuttle-landing-control.arff,15,2.708050201,7,1.945910149,0.466666667,-0.762140052,2.142857143,0.762140052,2,6,100,0,0,0,0,0.4,0.6,0.5,0.1,1,2,10,7,3.055050463,42,26,24.76190476,9,60,5,33.33333333,9,60,0.002601054,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.970950594,0.935286,0.100452922,9.665727713,8.310684923,0.005410145,0.008011198
sick.arff,3772,8.235360644,30,3.401197382,0.00795334,-4.834163262,125.7333333,4.834163262,2,22,75.86206897,7,24.13793103,0.318181818,3.142857143,0.061240721,0.938759279,0.5,0.438759279,19,1,152,8.909090909,31.23213539,196,6064,5.358784023,3772,100,8,0.212089077,3541,93.87592789,0.00962457,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.008103572,0.332350556,-1,0.003547986,93.67302653,-1,0.027310078,0.04503822
sleep.arff,62,4.127134385,8,2.079441542,0.129032258,-2.047692843,7.75,2.047692843,2,0,0,7,100,0,0,0.467741935,0.532258065,0.5,0.032258065,0,0,0,0,0,0,8,1.612903226,7,11.29032258,2,3.225806452,33,53.22580645,0.001666269,-1,-1,-1,-1,-1,-1,-1,-1,283.2417044,397.642553,93.15120653,0.005932803,-1,-1,-1,-1,-1,-1,0.007599072
sleuth_case1102.arff,34,3.526360525,9,2.197224577,0.264705882,-1.329135947,3.777777778,1.329135947,2,3,37.5,5,62.5,1.666666667,0.6,0.441176471,0.558823529,0.5,0.058823529,2,2,3,2.333333333,0.471404521,7,0,0,0,0,0,0,19,55.88235294,0.00198168,-1.514639515,0.322045409,-0.485641978,0.630735232,-0.125382051,0.97144556,0.422883611,0.459122819,141350.201,267981.7832,141802.1061,0.004262981,0.989992792,2.76986,0.013297628,74.44882384,207.297009,0.002575,0.008819661
sleuth_case1201.arff,50,3.912023005,8,2.079441542,0.16,-1.832581464,6.25,1.832581464,2,1,14.28571429,6,85.71428571,6,0.166666667,0.48,0.52,0.5,0.02,0,50,50,50,0,50,0,0,0,0,0,0,26,52,0.001899965,-1.40711696,5.740389234,0.938548011,2.419957722,-1.107029676,1.713677645,0.055841688,0.900974514,25.28459288,24.36781347,231.4198023,0.005261321,-1,-1,-1,-1,-1,-1,0.007161287
sleuth_case1202.arff,93,4.532599493,7,1.945910149,0.075268817,-2.586689344,13.28571429,2.586689344,2,2,33.33333333,4,66.66666667,2,0.5,0.387096774,0.612903226,0.5,0.112903226,1,2,5,3.5,1.5,7,0,0,0,0,0,0,57,61.29032258,0.001849831,-1.184472901,1.17275797,-0.080939816,1.078810611,-0.191435993,0.998938799,0.441179372,0.429692511,658.8523254,698.1550756,4092.475876,0.004071524,0.962900415,4.23761,0.006831557,140.9488922,619.2999591,0.002222877,0.008144232
sleuth_case2002.arff,147,4.990432587,7,1.945910149,0.047619048,-3.044522438,21,3.044522438,2,4,66.66666667,2,33.33333333,0.5,2,0.469387755,0.530612245,0.5,0.030612245,4,2,2,2,0,8,0,0,0,0,0,0,78,53.06122449,0.002192086,-0.518019391,-0.232961543,-0.375490467,0.142528924,-0.835236728,-0.689420879,-0.762328804,0.072907925,10.62594223,3.302124977,42.40816402,0.00201405,0.997294382,3.87167,0.008939829,111.5563191,432.0814069,0.003633738,0.007839874
sleuth_ex1221.arff,42,3.737669618,11,2.397895273,0.261904762,-1.339774345,3.818181818,1.339774345,2,2,20,8,80,4,0.25,0.452380952,0.547619048,0.5,0.047619048,0,26,42,34,8,68,0,0,0,0,0,0,23,54.76190476,0.001864437,-0.459498763,28.56972838,6.640947577,9.276919859,0.720417976,5.252569675,2.110096976,1.45247863,171576.7745,443116.7675,118707.0178,0.006994304,0.993447238,3.50923,0.603079636,1.647290306,4.818843208,0.001837199,0.010695941
sleuth_ex1605.arff,62,4.127134385,6,1.791759469,0.096774194,-2.335374916,10.33333333,2.335374916,2,0,0,5,100,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,31,50,0.00139744,-0.436760321,0.376686139,0.005674066,0.278614444,-0.50112617,0.233269364,-0.108652858,0.278017705,11.6192512,4.498646319,88.09355049,0.004830641,-1,-1,-1,-1,-1,-1,0.006228081
sleuth_ex1714.arff,47,3.850147602,8,2.079441542,0.170212766,-1.77070606,5.875,1.77070606,2,0,0,7,100,0,0,0.425531915,0.574468085,0.5,0.074468085,0,0,0,0,0,0,0,0,0,0,0,0,27,57.44680851,0.001742457,-1.094819439,3.427070963,0.460883148,1.486013968,-0.951285064,1.312864065,0.492354536,0.699200257,403.0827357,947.8499604,1552.99913,0.006030308,-1,-1,-1,-1,-1,-1,0.007772765
socmob.arff,1156,7.052721049,6,1.791759469,0.005190311,-5.26096158,192.6666667,5.26096158,2,4,80,1,20,0.25,4,0.221453287,0.778546713,0.5,0.278546713,2,2,17,9.5,7.5,38,0,0,0,0,0,0,900,77.85467128,0.002299459,81.51785715,81.51785715,81.51785715,0,7.184374809,7.184374809,7.184374809,0,44.33903885,0,16.94074249,0.001172428,0.762812298,6.5931,0.064579057,11.81206939,101.0935231,0.004904066,0.008375954
solar-flare_1.arff,323,5.777652323,13,2.564949357,0.040247678,-3.212702966,24.84615385,3.212702966,2,12,100,0,0,0,0,0.021671827,0.978328173,0.5,0.478328173,6,2,6,3.166666667,1.462494065,38,0,0,0,0,0,0,316,97.83281734,0.003266219,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.150727194,4.54692,0.009138561,16.49353668,496.5534542,0.011167281,0.0144335
sonar.arff,208,5.33753808,61,4.110873864,0.293269231,-1.226664216,3.409836066,1.226664216,2,0,0,60,100,0,0,0.466346154,0.533653846,0.5,0.033653846,0,0,0,0,0,0,0,0,0,0,0,0,111,53.36538462,0.001787065,-1.209918363,20.21229357,2.193705564,4.160613519,-0.783208013,3.37711668,0.960230496,0.938409223,0.141895501,0.094120917,0.281321279,0.055664289,-1,-1,-1,-1,-1,-1,0.057451354
space_ga.arff,3107,8.041412909,7,1.945910149,0.002252977,-6.09550276,443.8571429,6.09550276,2,0,0,6,100,0,0,0.495976827,0.504023173,0.5,0.004023173,0,0,0,0,0,0,0,0,0,0,0,0,1566,50.40231735,0.003186084,0.278495778,8.41036998,1.953988785,2.893413153,-1.019754648,0.587624371,0.033454721,0.651735049,1912308.263,4276048.776,-15273124.2,0.007280898,-1,-1,-1,-1,-1,-1,0.010466982
spambase.arff,4601,8.43402895,58,4.060443011,0.012605955,-4.37358594,79.32758621,4.37358594,2,0,0,57,100,0,0,0.394044773,0.605955227,0.5,0.105955227,0,0,0,0,0,0,0,0,0,0,0,0,2788,60.59552271,0.010427901,5.250377691,1479.032074,240.9067064,294.3015306,1.591155529,31.05194092,11.1829919,6.895040503,15.19234467,83.0807626,6.150770086,0.062713465,-1,-1,-1,-1,-1,-1,0.073141366
SPECT.arff,267,5.587248658,23,3.135494216,0.086142322,-2.451754442,11.60869565,2.451754442,2,22,100,0,0,0,0,0.411985019,0.588014981,0.5,0.088014981,22,2,2,2,0,44,0,0,0,0,0,0,157,58.80149813,0.009801421,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.97753104,4.39718,0.020407804,47.89986402,214.4655461,0.031070928,0.04087235
SPECTF.arff,349,5.855071922,45,3.80666249,0.128939828,-2.048409432,7.755555556,2.048409432,2,0,0,44,100,0,0,0.272206304,0.727793696,0.5,0.227793696,0,0,0,0,0,0,0,0,0,0,0,0,254,72.77936963,0.001920493,1.009775546,19.87694826,5.68327587,4.209667575,-3.251699924,-0.894554615,-1.813168023,0.609733674,9.29955334,2.235753167,65.03223454,0.041071702,-1,-1,-1,-1,-1,-1,0.042992195
spectrometer.arff,531,6.274762021,103,4.634728988,0.193973635,-1.640033033,5.155339806,1.640033033,2,2,1.960784314,100,98.03921569,50,0.02,0.103578154,0.896421846,0.5,0.396421846,0,4,531,267.5,263.5,535,0,0,0,0,0,0,476,89.64218456,0.006171236,-3,17.83468616,5.651429702,4.886249612,-1.762298584,3.866346359,0.95822997,1.77115932,1313.577433,975.0864918,4677.608176,0.103490678,0.480236526,5.97303,0.167037683,2.875019082,34.75856416,0.002251694,0.111913608
splice.arff,3190,8.067776196,62,4.127134385,0.019435737,-3.940641811,51.4516129,3.940641811,2,61,100,0,0,0,0,0.481191223,0.518808777,0.5,0.018808777,0,4,3178,56.80327869,402.9450526,3465,0,0,0,0,0,0,1655,51.88087774,0.02288051,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.998978994,7.66064,0.028882436,34.58776746,264.2353985,0.096815337,0.119695848
