dataset,#Instances,Log#Instances,#Features,Log#Features,Dimensionality,LogDimensionality,InverseDimensionality,LogInverseDimensionality,#Classes,#CategoricalFeatures,%CategoricalFeatures,#NumericFeatures,%NumericFeatures,RatioNumericalToNominal,RatioNominalToNumerical,ClassProbabilityMin,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilitySTD,#BinaryFeatures,SymbolsMin,SymbolsMax,SymbolsMean,SymbolsSTD,SymbolsSum,#MissingValues,%MissingValues,#InstancesWithMissingValues,%InstancesWithMissingValues,#FeaturesWithMissingValues,%FeaturesWithMissingValues,MajorityClassSize,MajorityClassPercentage,SimpleFeatureTime,KurtosisMin,KurtosisMax,KurtosisMean,KurtosisSTD,SkewnessMin,SkewnessMax,SkewnessMean,SkewnessSTD,MeanSTDOfNumerical,STDSTDOfNumerical,MeanMeansOfNumerical,StatisticalFeatureTime,ClassEntropy,MeanFeatureEntropy,MeanMutualInformation,EquivalentNumberOfAttributes,NoiseToSignalRatio,ITFeatureTime,TotalFeatureTime,DecisionTreeGiniDepth1Accuracy,DecisionTreeGiniDepth1TimeSum,DecisionTreeGiniDepth1TimeMean,DecisionTreeEntropyDepth1Accuracy,DecisionTreeEntropyDepth1TimeSum,DecisionTreeEntropyDepth1TimeMean,DecisionTreeGiniDepth2Accuracy,DecisionTreeGiniDepth2TimeSum,DecisionTreeGiniDepth2TimeMean,DecisionTreeEntropyDepth2Accuracy,DecisionTreeEntropyDepth2TimeSum,DecisionTreeEntropyDepth2TimeMean,DecisionTreeGiniDepth4Accuracy,DecisionTreeGiniDepth4TimeSum,DecisionTreeGiniDepth4TimeMean,DecisionTreeEntropyDepth4Accuracy,DecisionTreeEntropyDepth4TimeSum,DecisionTreeEntropyDepth4TimeMean,DecisionTreeGiniAccuracy,DecisionTreeGiniTimeSum,DecisionTreeGiniTimeMean,GaussianNBAccuracy,GaussianNBTimeSum,GaussianNBTimeMean,1NNAccuracy,1NNTimeSum,1NNTimeMean
delta_ailerons.arff,7129,8.871926251,6,1.791759469,0.000841633,-7.080166782,1188.166667,7.080166782,2,0,0,5,100,0,0,0.46935054,0.53064946,0.5,0.03064946,0,0,0,0,0,0,0,0,0,0,0,0,3783,53.064946,0.005042622,-1.112265699,1.448748927,0.49716141,0.962087771,-0.170752853,0.670719862,0.113258078,0.31391338,0.005903481,0.00544206,0.002972519,0.008933739,-1,-1,-1,-1,-1,-1,0.01397636,0.934712482,0.028933296,0.00289333,0.934712482,0.02600657,0.002600657,0.934712482,0.039740945,0.003974094,0.934712482,0.044339071,0.004433907,0.935904628,0.078598819,0.007859882,0.937587658,0.081780558,0.008178056,0.911570827,0.149882007,0.014988201,0.93029453,0.023853962,0.002385396,0.91171108,0.168362936,0.016836294
delta_elevators.arff,9517,9.160834952,7,1.945910149,0.000735526,-7.214924803,1359.571429,7.214924803,2,0,0,6,100,0,0,0.497215509,0.502784491,0.5,0.002784491,0,0,0,0,0,0,0,0,0,0,0,0,4785,50.27844909,0.004383378,-0.546775044,3.830976626,0.577304203,1.496203699,-0.173046425,0.155834451,-0.015903507,0.116420424,5.101818249,9.291387099,-2.098847823,0.00923099,-1,-1,-1,-1,-1,-1,0.013614369,0.830567227,0.043457579,0.004345758,0.829884454,0.039096307,0.003909631,0.830567227,0.058158713,0.005815871,0.829884454,0.056902992,0.005690299,0.866964286,0.095381505,0.00953815,0.868539916,0.09956711,0.009956711,0.815441176,0.273683625,0.027368362,0.871218487,0.030684437,0.003068444,0.80519958,0.308557614,0.030855761
diabetes.arff,768,6.643789733,9,2.197224577,0.01171875,-4.446565156,85.33333333,4.446565156,2,0,0,8,100,0,0,0.348958333,0.651041667,0.5,0.151041667,0,0,0,0,0,0,0,0,0,0,0,0,500,65.10416667,0.001762983,-0.524494682,7.159575404,2.749524197,2.732333829,-1.840005159,2.267810583,0.528211841,1.238665142,25.71698533,35.06040084,44.98579495,0.008542535,-1,-1,-1,-1,-1,-1,0.010305518,0.732467532,0.009519557,0.000951956,0.721428571,0.01190823,0.001190823,0.748051948,0.014705081,0.001470508,0.741558442,0.013086579,0.001308658,0.742857143,0.020053245,0.002005324,0.737012987,0.029140544,0.002914054,0.715584416,0.031425001,0.0031425,0.759090909,0.011752301,0.00117523,0.681168831,0.029524247,0.002952425
diggle_table_a2.arff,310,5.736572297,9,2.197224577,0.029032258,-3.53934772,34.44444444,3.53934772,2,1,12.5,7,87.5,7,0.142857143,0.467741935,0.532258065,0.5,0.032258065,0,9,9,9,0,9,0,0,0,0,0,0,165,53.22580645,0.002074841,-1.412978596,0.579495292,-0.899807162,0.645571236,-0.329743892,0.788874328,0.053876155,0.340711013,46.75066657,52.55309425,165.4543002,0.006796131,-1,-1,-1,-1,-1,-1,0.008870972,0.998387097,0.006397032,0.000639703,0.998387097,0.006586121,0.000658612,0.998387097,0.005946615,0.000594661,0.998387097,0.006531644,0.000653164,0.998387097,0.006165705,0.00061657,0.998387097,0.011044503,0.00110445,0.998387097,0.008895842,0.000889584,0.861290323,0.013719769,0.001371977,0.985483871,0.019985347,0.001998535
disclosure_x_bias.arff,662,6.495265556,4,1.386294361,0.006042296,-5.108971195,165.5,5.108971195,2,0,0,3,100,0,0,0.478851964,0.521148036,0.5,0.021148036,0,0,0,0,0,0,0,0,0,0,0,0,345,52.11480363,0.001653636,-0.109081059,0.10013045,0.005333468,0.086529378,-0.322404087,0.403666139,0.139550169,0.32776972,7.526481231,5.298519687,23.42897447,0.004910378,-1,-1,-1,-1,-1,-1,0.006564014,0.506015038,0.006994299,0.00069943,0.512030075,0.008208965,0.000820897,0.540601504,0.008784915,0.000878492,0.527067669,0.011525316,0.001152532,0.515037594,0.0116319,0.00116319,0.536090226,0.02456255,0.002456255,0.493233083,0.023115372,0.002311537,0.532330827,0.008492401,0.00084924,0.498496241,0.020669065,0.002066907
disclosure_x_noise.arff,662,6.495265556,4,1.386294361,0.006042296,-5.108971195,165.5,5.108971195,2,0,0,3,100,0,0,0.496978852,0.503021148,0.5,0.003021148,0,0,0,0,0,0,0,0,0,0,0,0,333,50.3021148,0.001611792,-0.070966253,0.107494822,0.045337306,0.082304047,-0.17879279,0.288660467,0.114386822,0.20853794,8.941173553,4.908858479,23.48797925,0.003200292,-1,-1,-1,-1,-1,-1,0.004812084,0.530827068,0.011398994,0.001139899,0.530075188,0.015134577,0.001513458,0.522556391,0.008222387,0.000822239,0.523308271,0.017384295,0.001738429,0.535338346,0.017139546,0.001713955,0.530075188,0.025573522,0.002557352,0.472932331,0.033903283,0.003390328,0.526315789,0.009038349,0.000903835,0.528571429,0.02405134,0.002405134
disclosure_x_tampered.arff,662,6.495265556,4,1.386294361,0.006042296,-5.108971195,165.5,5.108971195,2,0,0,3,100,0,0,0.493957704,0.506042296,0.5,0.006042296,0,0,0,0,0,0,0,0,0,0,0,0,335,50.60422961,0.001591264,-0.078253404,0.091927401,0.0301588,0.076907286,-0.183557272,0.29776296,0.115212028,0.212990334,8.955070496,4.898014599,23.48094018,0.003362143,-1,-1,-1,-1,-1,-1,0.004953407,0.511278195,0.006680862,0.000668086,0.507518797,0.008351867,0.000835187,0.518796992,0.010263674,0.001026367,0.505263158,0.011189378,0.001118938,0.509774436,0.010985684,0.001098568,0.520300752,0.017109149,0.001710915,0.501503759,0.02299734,0.002299734,0.541353383,0.016135679,0.001613568,0.503759398,0.028940797,0.00289408
disclosure_z.arff,662,6.495265556,4,1.386294361,0.006042296,-5.108971195,165.5,5.108971195,2,0,0,3,100,0,0,0.474320242,0.525679758,0.5,0.025679758,0,0,0,0,0,0,0,0,0,0,0,0,348,52.56797583,0.001600738,-0.084670198,0.099267693,0.023198672,0.07838669,-0.384312481,0.383765638,0.115425587,0.353689865,7.492019892,5.318151089,23.43600082,0.003189239,-1,-1,-1,-1,-1,-1,0.004789978,0.503007519,0.008011587,0.000801159,0.517293233,0.013228691,0.001322869,0.513533835,0.009849969,0.000984997,0.498496241,0.012836303,0.00128363,0.555639098,0.015463014,0.001546301,0.52556391,0.021639772,0.002163977,0.509774436,0.023339989,0.002333999,0.563157895,0.009099142,0.000909914,0.491729323,0.029150807,0.002915081
echoMonths.arff,130,4.86753445,10,2.302585093,0.076923077,-2.564949357,13,2.564949357,2,3,33.33333333,6,66.66666667,2,0.5,0.492307692,0.507692308,0.5,0.007692308,2,2,59,21,26.87005769,63,97,7.461538462,69,53.07692308,7,5.384615385,66,50.76923077,0.002119449,-1,-1,-1,-1,-1,-1,-1,-1,3.681668952,3.379597428,15.96819295,0.007854474,0.99982926,3.35041,0.129253335,7.73542333,24.921234,0.003335299,0.013309222,0.803846154,0.004658129,0.000465813,0.803846154,0.005158286,0.000515829,0.776923077,0.00516697,0.000516697,0.776923077,0.005733446,0.000573345,0.711538462,0.006225313,0.000622531,0.723076923,0.00722839,0.000722839,0.688461538,0.006478352,0.000647835,0.803846154,0.007572617,0.000757262,0.546153846,0.015532491,0.001553249
ecoli.arff,336,5.81711116,8,2.079441542,0.023809524,-3.737669618,42,3.737669618,2,0,0,7,100,0,0,0.425595238,0.574404762,0.5,0.074404762,0,0,0,0,0,0,0,0,0,0,0,0,193,57.44047619,0.001773642,-1.047075961,331.0029741,51.18798926,114.6707618,-0.165214226,18.24836922,3.58938501,6.259997613,0.143514688,0.064468265,0.499566363,0.00685495,-1,-1,-1,-1,-1,-1,0.008628592,0.877941176,0.005686865,0.000568686,0.864705882,0.005490276,0.000549028,0.897058824,0.006138072,0.000613807,0.885294118,0.00686324,0.000686324,0.951470588,0.007447874,0.000744787,0.947058824,0.008321076,0.000832108,0.926470588,0.007572617,0.000757262,0.682352941,0.0080708,0.00080708,0.942647059,0.01861633,0.001861633
electricity-normalized.arff,45312,10.72132718,9,2.197224577,0.000198623,-8.5241026,5034.666667,8.5241026,2,1,12.5,7,87.5,7,0.142857143,0.424545374,0.575454626,0.5,0.075454626,0,7,7,7,0,7,0,0,0,0,0,0,26075,57.54546257,0.021275411,-1.318124075,7046.99725,1029.056958,2457.425837,-0.165809005,78.68440247,12.61769534,27.14938116,0.160416607,0.112811397,0.344182126,0.016464907,0.983509391,10.4389,0.001738531,565.7129967,6003.410816,0.010330388,0.048070706,0.758380227,0.256313146,0.025631315,0.758380227,0.27327742,0.027327742,0.758380227,0.43449605,0.043449605,0.758380227,0.474474638,0.047447464,0.76217588,0.816512356,0.081651236,0.762352422,0.864613063,0.086461306,0.885865607,2.248810401,0.22488104,0.73258303,0.129170308,0.012917031,0.789826768,4.850959614,0.485095961
elevators.arff,16599,9.717097732,19,2.944438979,0.001144647,-6.772658752,873.6315789,6.772658752,2,0,0,18,100,0,0,0.309054762,0.690945238,0.5,0.190945238,0,0,0,0,0,0,0,0,0,0,0,0,11469,69.09452377,0.011122664,-0.563505364,11282.45219,1004.91364,2932.408618,-1.510295033,103.6975174,9.737370952,29.47526336,17.77986602,63.30753223,-1.994526535,0.02635672,-1,-1,-1,-1,-1,-1,0.037479384,0.781024096,0.092630051,0.009263005,0.778945783,0.104218133,0.010421813,0.782228916,0.149409483,0.014940948,0.777981928,0.155922574,0.015592257,0.806596386,0.271222711,0.027122271,0.803915663,0.336359933,0.033635993,0.804006024,1.235698163,0.123569816,0.748674699,0.074264391,0.007426439,0.645090361,0.772280265,0.077228026
flags.arff,194,5.267858159,30,3.401197382,0.154639175,-1.866660777,6.466666667,1.866660777,2,27,93.10344828,2,6.896551724,0.074074074,13.5,0.355670103,0.644329897,0.5,0.144329897,13,2,194,11.55555556,35.93959267,312,0,0,0,0,0,0,125,64.43298969,0.005408561,54.9795566,79.91799786,67.44877723,12.46922063,6.706000328,8.503175735,7.604588032,0.898587704,1128.51136,1036.814568,361.6572142,0.00241749,0.939030249,4.109,0.047422541,19.80134833,85.64662411,0.025440884,0.033266935,0.61025641,0.008203833,0.000820383,0.641025641,0.008827154,0.000882715,0.664102564,0.009227043,0.000922704,0.684615385,0.010300781,0.001030078,0.697435897,0.011614531,0.001161453,0.707692308,0.012666163,0.001266616,0.641025641,0.010456315,0.001045632,0.682051282,0.008542535,0.000854253,0.579487179,0.017414296,0.00174143
fried.arff,40768,10.61565274,11,2.397895273,0.000269819,-8.217757466,3706.181818,8.217757466,2,0,0,10,100,0,0,0.498945251,0.501054749,0.5,0.001054749,0,0,0,0,0,0,0,0,0,0,0,0,20427,50.10547488,0.020237991,-1.203190371,-1.187352675,-1.196575388,0.004277231,-0.004213457,0.015134595,0.001546128,0.005897521,0.288345358,0.000554416,0.499704516,0.025878274,-1,-1,-1,-1,-1,-1,0.046116265,0.701508462,0.33919547,0.033919547,0.701336767,0.350326819,0.035032682,0.729396615,0.549839216,0.054983922,0.727140054,0.619816154,0.061981615,0.810976208,1.138745921,0.113874592,0.807235713,1.316601177,0.131660118,0.872504292,3.827049202,0.38270492,0.866936473,0.13304445,0.013304445,0.824270297,14.39504644,1.439504644
fri_c0_1000_10.arff,1000,6.907755279,11,2.397895273,0.011,-4.509860006,90.90909091,4.509860006,2,0,0,10,100,0,0,0.491,0.509,0.5,0.009,0,0,0,0,0,0,0,0,0,0,0,0,509,50.9,0.002061025,-1.243151198,-1.119863089,-1.193337023,0.039269185,-0.136971414,0.030246714,-0.038490349,0.046930485,0.999499983,1.42E-07,-1.97E-09,0.01010814,-1,-1,-1,-1,-1,-1,0.012169164,0.6865,0.019283074,0.001928307,0.6845,0.032544531,0.003254453,0.7235,0.026675288,0.002667529,0.7185,0.040953243,0.004095324,0.8085,0.042738727,0.004273873,0.807,0.069844695,0.006984469,0.796,0.067748932,0.006774893,0.857,0.010165379,0.001016538,0.728,0.082088073,0.008208807
fri_c0_1000_25.arff,1000,6.907755279,26,3.258096538,0.026,-3.649658741,38.46153846,3.649658741,2,0,0,25,100,0,0,0.497,0.503,0.5,0.003,0,0,0,0,0,0,0,0,0,0,0,0,503,50.3,0.00402336,-1.256940937,-1.134339132,-1.196845602,0.033631447,-0.072707191,0.121715516,-0.000235811,0.04021727,0.999499922,1.75E-07,5.33E-09,0.025768532,-1,-1,-1,-1,-1,-1,0.029791892,0.6935,0.02630698,0.002630698,0.6935,0.050252131,0.005025213,0.754,0.04776319,0.004776319,0.7495,0.112041421,0.011204142,0.805,0.105558332,0.010555833,0.7915,0.194077781,0.019407778,0.784,0.185787101,0.01857871,0.857,0.015997515,0.001599751,0.6465,0.127567596,0.01275676
fri_c0_1000_5.arff,1000,6.907755279,6,1.791759469,0.006,-5.11599581,166.6666667,5.11599581,2,0,0,5,100,0,0,0.497,0.503,0.5,0.003,0,0,0,0,0,0,0,0,0,0,0,0,503,50.3,0.001785879,-1.225464046,-1.144292499,-1.186335986,0.026464099,-0.054577857,0.05241327,0.020998839,0.039377973,0.999499846,1.66E-07,-1.65E-08,0.005061175,-1,-1,-1,-1,-1,-1,0.006847055,0.6835,0.010188275,0.001018828,0.6795,0.017826028,0.001782603,0.7085,0.01462534,0.001462534,0.7065,0.024956123,0.002495612,0.788,0.028087333,0.002808733,0.7895,0.054875127,0.005487513,0.823,0.042718595,0.004271859,0.877,0.014101104,0.00141011,0.857,0.040658359,0.004065836
fri_c0_1000_50.arff,1000,6.907755279,51,3.931825633,0.051,-2.975929646,19.60784314,2.975929646,2,0,0,50,100,0,0,0.49,0.51,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,510,51,0.003370038,-1.274926533,-1.108665566,-1.19668957,0.039462985,-0.10715916,0.084080704,-0.009638928,0.046981122,0.999499862,2.14E-07,1.04E-09,0.047321852,-1,-1,-1,-1,-1,-1,0.05069189,0.671,0.047848458,0.004784846,0.671,0.09821191,0.009821191,0.7325,0.093826953,0.009382695,0.732,0.192217688,0.019221769,0.7785,0.175421186,0.017542119,0.775,0.341284917,0.034128492,0.7735,0.350371032,0.035037103,0.8385,0.01758641,0.001758641,0.6385,0.225574233,0.022557423
fri_c0_100_10.arff,100,4.605170186,11,2.397895273,0.11,-2.207274913,9.090909091,2.207274913,2,0,0,10,100,0,0,0.45,0.55,0.5,0.05,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0.001505997,-1.284617156,-1.03972411,-1.20471127,0.083960215,-0.277356684,0.221875414,-0.0794867,0.139786539,0.994987482,6.77E-08,-1.04E-10,0.009094799,-1,-1,-1,-1,-1,-1,0.010600796,0.58,0.005493829,0.000549383,0.55,0.006646124,0.000664612,0.65,0.006507564,0.000650756,0.65,0.009664433,0.000966443,0.69,0.008888736,0.000888874,0.695,0.013141845,0.001314184,0.685,0.011986392,0.001198639,0.825,0.013567392,0.001356739,0.67,0.029298841,0.002929884
fri_c0_100_25.arff,100,4.605170186,26,3.258096538,0.26,-1.347073648,3.846153846,1.347073648,2,0,0,25,100,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0.001585343,-1.297980658,-0.8443215,-1.154212674,0.097642277,-0.321264595,0.240256473,-0.016592352,0.123691232,0.994987452,8.09E-08,-1.20E-09,0.028458799,-1,-1,-1,-1,-1,-1,0.030044142,0.61,0.010041031,0.001004103,0.585,0.013316327,0.001331633,0.595,0.011319253,0.001131925,0.58,0.01520208,0.001520208,0.68,0.009943131,0.000994313,0.685,0.015750792,0.001575079,0.655,0.01566434,0.001566434,0.725,0.009295336,0.000929534,0.615,0.018486061,0.001848606
fri_c0_100_5.arff,100,4.605170186,6,1.791759469,0.06,-2.813410717,16.66666667,2.813410717,2,0,0,5,100,0,0,0.46,0.54,0.5,0.04,0,0,0,0,0,0,0,0,0,0,0,0,54,54,0.001996679,-1.322207874,-0.922538377,-1.07317045,0.143830149,-0.131299525,0.349595666,0.015503791,0.178229684,0.994987452,8.09E-08,-2.27E-08,0.009116906,-1,-1,-1,-1,-1,-1,0.011113585,0.63,0.00454207,0.000454207,0.59,0.004869324,0.000486932,0.735,0.004748528,0.000474853,0.665,0.008758072,0.000875807,0.74,0.005536857,0.000553686,0.745,0.006686389,0.000668639,0.715,0.005706603,0.00057066,0.89,0.007323526,0.000732353,0.875,0.015637102,0.00156371
fri_c0_100_50.arff,100,4.605170186,51,3.931825633,0.51,-0.673344553,1.960784314,0.673344553,2,0,0,50,100,0,0,0.49,0.51,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,51,51,0.001746798,-1.415411708,-0.953373213,-1.184331652,0.103306643,-0.255736679,0.250631124,0.00999885,0.126917888,0.994987473,6.91E-08,3.85E-09,0.058110947,-1,-1,-1,-1,-1,-1,0.059857745,0.565,0.007681965,0.000768197,0.56,0.012348779,0.001234878,0.605,0.010972657,0.001097266,0.59,0.018534616,0.001853462,0.6,0.015266425,0.001526643,0.655,0.027058597,0.00270586,0.57,0.02081552,0.002081552,0.65,0.010374206,0.001037421,0.585,0.025055601,0.00250556
fri_c0_250_10.arff,250,5.521460918,11,2.397895273,0.044,-3.123565645,22.72727273,3.123565645,2,0,0,10,100,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,125,50,0.00158179,-1.262978237,-1.064204499,-1.152655442,0.061512655,-0.155992463,0.124682926,-0.015434597,0.084900066,0.997997952,1.12E-07,4.60E-09,0.009518768,-1,-1,-1,-1,-1,-1,0.011100558,0.73,0.006460983,0.000646098,0.726,0.008316734,0.000831673,0.766,0.008003692,0.000800369,0.75,0.012788538,0.001278854,0.76,0.011360308,0.001136031,0.752,0.018134333,0.001813433,0.73,0.013607263,0.001360726,0.85,0.009737463,0.000973746,0.702,0.024174505,0.00241745
fri_c0_250_25.arff,250,5.521460918,26,3.258096538,0.104,-2.26336438,9.615384615,2.26336438,2,0,0,25,100,0,0,0.496,0.504,0.5,0.004,0,0,0,0,0,0,0,0,0,0,0,0,126,50.4,0.002680793,-1.384651014,-1.070696012,-1.219420182,0.071699923,-0.256404102,0.228264421,-0.018500164,0.110752114,0.997998035,1.04E-07,1.31E-08,0.030425082,-1,-1,-1,-1,-1,-1,0.033105875,0.648,0.013701215,0.001370121,0.654,0.020341417,0.002034142,0.692,0.014002809,0.001400281,0.682,0.028044699,0.00280447,0.746,0.027366902,0.00273669,0.756,0.03863681,0.003863681,0.736,0.031697777,0.003169778,0.826,0.015570388,0.001557039,0.626,0.028518012,0.002851801
fri_c0_250_5.arff,250,5.521460918,6,1.791759469,0.024,-3.729701449,41.66666667,3.729701449,2,0,0,5,100,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,125,50,0.001844303,-1.24810901,-1.066732256,-1.161644451,0.058528096,-0.111866578,-0.017824378,-0.065223712,0.038349388,0.997998011,8.76E-08,4.65E-10,0.004933669,-1,-1,-1,-1,-1,-1,0.006777972,0.626,0.005360006,0.000536001,0.594,0.006425455,0.000642545,0.714,0.006382821,0.000638282,0.676,0.008175016,0.000817502,0.802,0.008004481,0.000800448,0.784,0.0114211,0.00114211,0.792,0.009028875,0.000902887,0.848,0.007925135,0.000792514,0.79,0.017354688,0.001735469
fri_c0_250_50.arff,250,5.521460918,51,3.931825633,0.204,-1.589635285,4.901960784,1.589635285,2,0,0,50,100,0,0,0.468,0.532,0.5,0.032,0,0,0,0,0,0,0,0,0,0,0,0,133,53.2,0.001917728,-1.323875899,-0.999479962,-1.18023588,0.078170103,-0.282580256,0.173399419,0.003344722,0.093199647,0.997998034,1.11E-07,2.61E-09,0.044999104,-1,-1,-1,-1,-1,-1,0.046916832,0.684,0.013273693,0.001327369,0.666,0.021385943,0.002138594,0.69,0.02060393,0.002060393,0.684,0.039153942,0.003915394,0.73,0.036073261,0.003607326,0.736,0.064523375,0.006452337,0.736,0.040511905,0.00405119,0.738,0.008313971,0.000831397,0.584,0.023094845,0.002309485
fri_c0_500_10.arff,500,6.214608098,11,2.397895273,0.022,-3.816712826,45.45454545,3.816712826,2,0,0,10,100,0,0,0.482,0.518,0.5,0.018,0,0,0,0,0,0,0,0,0,0,0,0,259,51.8,0.005067492,-1.274683516,-1.087220871,-1.180754055,0.051746122,-0.097534195,0.054937582,-0.030927325,0.051593819,0.998999554,1.71E-07,-7.50E-10,0.012672084,-1,-1,-1,-1,-1,-1,0.017739576,0.671,0.007966585,0.000796658,0.67,0.011411626,0.001141163,0.753,0.011269909,0.001126991,0.731,0.018244864,0.001824486,0.813,0.017361004,0.0017361,0.801,0.030536009,0.003053601,0.773,0.024302011,0.002430201,0.846,0.008028956,0.000802896,0.748,0.024664792,0.002466479
fri_c0_500_25.arff,500,6.214608098,26,3.258096538,0.052,-2.95651156,19.23076923,2.95651156,2,0,0,25,100,0,0,0.49,0.51,0.5,0.01,0,0,0,0,0,0,0,0,0,0,0,0,255,51,0.001748377,-1.302962607,-1.026265683,-1.180514715,0.059104082,-0.144588217,0.146014079,0.017776549,0.061617253,0.998999555,1.09E-07,-6.16E-09,0.021933866,-1,-1,-1,-1,-1,-1,0.023682243,0.649,0.014161107,0.001416111,0.647,0.022859175,0.002285918,0.689,0.021638982,0.002163898,0.699,0.043101509,0.004310151,0.728,0.037389774,0.003738977,0.75,0.068767799,0.00687678,0.711,0.05306872,0.005306872,0.802,0.008435161,0.000843516,0.615,0.033966839,0.003396684
fri_c0_500_5.arff,500,6.214608098,6,1.791759469,0.012,-4.422848629,83.33333333,4.422848629,2,0,0,5,100,0,0,0.498,0.502,0.5,0.002,0,0,0,0,0,0,0,0,0,0,0,0,251,50.2,0.001509944,-1.30688254,-1.144434867,-1.214109832,0.062772114,-0.071405776,0.149113417,0.013709038,0.075781228,0.9989995,1.39E-07,-2.68E-09,0.00443667,-1,-1,-1,-1,-1,-1,0.005946615,0.732,0.006040567,0.000604057,0.732,0.008251204,0.00082512,0.749,0.009850364,0.000985036,0.741,0.011324385,0.001132438,0.79,0.011272277,0.001127228,0.807,0.01857725,0.001857725,0.799,0.014930093,0.001493009,0.831,0.007448269,0.000744827,0.807,0.017840634,0.001784063
fri_c0_500_50.arff,500,6.214608098,51,3.931825633,0.102,-2.282782466,9.803921569,2.282782466,2,0,0,50,100,0,0,0.488,0.512,0.5,0.012,0,0,0,0,0,0,0,0,0,0,0,0,256,51.2,0.002493283,-1.317032521,-0.998796554,-1.18868786,0.065475364,-0.145698458,0.119105585,0.007959,0.063399185,0.998999552,1.41E-07,-3.45E-11,0.042470687,-1,-1,-1,-1,-1,-1,0.044963971,0.688,0.022538238,0.002253824,0.686,0.040185836,0.004018584,0.709,0.038730368,0.003873037,0.704,0.075387079,0.007538708,0.749,0.069230848,0.006923085,0.751,0.141689227,0.014168923,0.746,0.133568687,0.013356869,0.807,0.009447317,0.000944732,0.606,0.049948563,0.004994856
fri_c1_1000_10.arff,1000,6.907755279,11,2.397895273,0.011,-4.509860006,90.90909091,4.509860006,2,0,0,10,100,0,0,0.436,0.564,0.5,0.064,0,0,0,0,0,0,0,0,0,0,0,0,564,56.4,0.001719955,-1.276708665,-0.742237175,-1.150705629,0.142523961,-0.069307134,0.035307087,-0.021194027,0.034852711,0.999499863,1.72E-07,8.78E-09,0.00854964,-1,-1,-1,-1,-1,-1,0.010269595,0.7365,0.013531864,0.001353186,0.7355,0.019469005,0.0019469,0.795,0.021657931,0.002165793,0.7885,0.034484365,0.003448436,0.831,0.033942364,0.003394236,0.832,0.063694386,0.006369439,0.8605,0.052102356,0.005210236,0.6915,0.009948658,0.000994866,0.7305,0.05092756,0.005092756
fri_c1_1000_25.arff,1000,6.907755279,26,3.258096538,0.026,-3.649658741,38.46153846,3.649658741,2,0,0,25,100,0,0,0.454,0.546,0.5,0.046,0,0,0,0,0,0,0,0,0,0,0,0,546,54.6,0.002160109,-1.256096201,-0.801787284,-1.178369919,0.081465367,-0.073127769,0.125581518,0.006202178,0.045027953,0.999499934,2.44E-07,-6.11E-09,0.022156903,-1,-1,-1,-1,-1,-1,0.024317012,0.692,0.024844801,0.00248448,0.692,0.050222524,0.005022252,0.7595,0.041584064,0.004158406,0.754,0.085553248,0.008555325,0.845,0.077050583,0.007705058,0.8485,0.146213533,0.014621353,0.832,0.12391057,0.012391057,0.642,0.011253724,0.001125372,0.595,0.09743266,0.009743266
fri_c1_1000_5.arff,1000,6.907755279,6,1.791759469,0.006,-5.11599581,166.6666667,5.11599581,2,0,0,5,100,0,0,0.457,0.543,0.5,0.043,0,0,0,0,0,0,0,0,0,0,0,0,543,54.3,0.001665084,-1.202308297,-0.716453597,-1.093242315,0.189021263,-0.023411566,0.052035619,0.001943107,0.026795808,0.9995,8.92E-08,3.14E-09,0.005060386,-1,-1,-1,-1,-1,-1,0.00672547,0.6835,0.008627802,0.00086278,0.6835,0.012057843,0.001205784,0.761,0.013292642,0.001329264,0.752,0.019958898,0.00199589,0.8355,0.019033588,0.001903359,0.833,0.033925389,0.003392539,0.8825,0.029094357,0.002909436,0.6445,0.009049402,0.00090494,0.8705,0.025190214,0.002519021
fri_c1_1000_50.arff,1000,6.907755279,51,3.931825633,0.051,-2.975929646,19.60784314,2.975929646,2,0,0,50,100,0,0,0.453,0.547,0.5,0.047,0,0,0,0,0,0,0,0,0,0,0,0,547,54.7,0.002849749,-1.275909796,-0.79265235,-1.186183751,0.071055356,-0.078731224,0.117852956,5.10E-05,0.043905926,0.999499891,2.03E-07,3.85E-09,0.043762331,-1,-1,-1,-1,-1,-1,0.04661208,0.71,0.044971076,0.004497108,0.71,0.083236421,0.008323642,0.7805,0.078286961,0.007828696,0.7705,0.150058858,0.015005886,0.842,0.145888649,0.014588865,0.836,0.29908977,0.029908977,0.8385,0.263145595,0.026314559,0.6865,0.01331238,0.001331238,0.5835,0.161835634,0.016183563
